Race,race_id,batch_id,Batch Number,Datetime,baseline_dem_votes,baseline_total_votes,baseline_dem_proportion,this_batch_dem_votes,this_batch_total_votes,this_batch_dem_proportion,up_to_this_batch_dem_votes,up_to_this_batch_total_votes,up_to_this_batch_dem_proportion,up_to_this_batch_no_baseline_dem_votes,up_to_this_batch_no_baseline_total_votes,up_to_this_batch_no_baseline_dem_proportion,final_dem_votes,final_total_votes,final_dem_proportion
CD-49,8,19,23,2024-11-26 19:14:00,145722,285076,0.5111689514375114,96.0,247.0,0.38866396761133604,196569,376610,0.5219431241868245,50847,91534,0.5554985032883956,197397,378347,0.5217353381948318
CD-40,4,19,23,2024-11-26 19:14:00,130259,298774,0.43597836491796477,288.0,586.0,0.49146757679180886,171294,382922,0.4473339217908608,41035,84148,0.48765270713504777,171637,383635,0.447396613969007
CD-9,9,19,23,2024-11-26 19:14:00,74163,146313,0.5068790879826126,0.0,5.0,0.0,125773,242707,0.5182091987458128,51610,96394,0.5354067680561031,130183,251357,0.5179207262976563
CD-45,6,20,24,2024-11-27 21:09:00,117564,244488,0.48085795621871014,144.0,305.0,0.4721311475409836,158104,315612,0.5009441973055524,40540,71124,0.5699904392328891,158264,315875,0.5010336367233874
SD-19,10,20,24,2024-11-27 21:09:00,123971,265553,0.4668408942847567,537.0,1347.0,0.3986636971046771,173125,382640,0.45244877691825214,49154,117087,0.419807493573155,173291,383030,0.45242148134610866
CD-40,4,20,24,2024-11-27 21:09:00,130259,298774,0.43597836491796477,279.0,564.0,0.4946808510638298,171573,383486,0.4474035558012548,41314,84712,0.48769949948059305,171637,383635,0.447396613969007
CD-9,9,20,24,2024-11-27 21:09:00,74163,146313,0.5068790879826126,1905.0,4097.0,0.46497437149133514,127678,246804,0.5173254890520413,53515,100491,0.5325352519131067,130183,251357,0.5179207262976563
SD-5,12,20,24,2024-11-27 21:09:00,91382,182173,0.5016220845020941,1807.0,4157.0,0.43468847726726006,187213,353936,0.5289459111251752,95831,171763,0.557925746522825,189668,358804,0.5286117211625289
CD-22,3,20,24,2024-11-27 21:09:00,45679,101615,0.44953008906165426,4.0,16.0,0.25,77975,167409,0.4657754362071334,32296,65794,0.49086542845852205,78023,167507,0.46578948939447307
CD-13,1,20,24,2024-11-27 21:09:00,55625,114417,0.4861602733859479,1201.0,2317.0,0.5183426845058265,104991,209792,0.5004528294691886,49366,95375,0.5175989515072084,105554,210921,0.5004432939346959
CD-21,2,20,24,2024-11-27 21:09:00,64986,128496,0.5057433694434068,1459.0,2759.0,0.5288147879666546,101409,193177,0.5249537988476889,36423,64681,0.5631174533479693,102798,195531,0.5257376068244933
CD-41,5,20,24,2024-11-27 21:09:00,119833,247121,0.4849162960654902,302.0,708.0,0.4265536723163842,170898,353720,0.48314486034151305,51065,106599,0.47903826489929546,171229,354445,0.48309046537544614
CD-47,7,20,24,2024-11-27 21:09:00,137577,275770,0.4988831272437176,154.0,277.0,0.555956678700361,181655,353156,0.5143760830907588,44078,77386,0.569586230067454,181721,353275,0.5143896397990234
SD-37,11,20,24,2024-11-27 21:09:00,171458,355138,0.482792604564986,296.0,581.0,0.5094664371772806,226178,458439,0.49336552954700624,54720,103301,0.5297141363587962,226270,458615,0.4933767975316987
AD-58,0,20,24,2024-11-27 21:09:00,48086,98720,0.48709481361426255,192.0,425.0,0.45176470588235296,77456,155553,0.49793960900786227,29370,56833,0.5167772244998504,77696,155988,0.4980895966356386
CD-49,8,20,24,2024-11-27 21:09:00,145722,285076,0.5111689514375114,740.0,1545.0,0.47896440129449835,197309,378155,0.5217675291877669,51587,93079,0.5542281287938203,197397,378347,0.5217353381948318
CD-49,8,21,25,2024-11-29 18:55:00,145722,285076,0.5111689514375114,0.0,0.0,,197309,378155,0.5217675291877669,51587,93079,0.5542281287938203,197397,378347,0.5217353381948318
CD-41,5,21,25,2024-11-29 18:55:00,119833,247121,0.4849162960654902,0.0,0.0,,170898,353720,0.48314486034151305,51065,106599,0.47903826489929546,171229,354445,0.48309046537544614
CD-22,3,21,25,2024-11-29 18:55:00,45679,101615,0.44953008906165426,0.0,0.0,,77975,167409,0.4657754362071334,32296,65794,0.49086542845852205,78023,167507,0.46578948939447307
SD-37,11,21,25,2024-11-29 18:55:00,171458,355138,0.482792604564986,0.0,0.0,,226178,458439,0.49336552954700624,54720,103301,0.5297141363587962,226270,458615,0.4933767975316987
CD-45,6,21,25,2024-11-29 18:55:00,117564,244488,0.48085795621871014,0.0,0.0,,158104,315612,0.5009441973055524,40540,71124,0.5699904392328891,158264,315875,0.5010336367233874
AD-58,0,21,25,2024-11-29 18:55:00,48086,98720,0.48709481361426255,0.0,0.0,,77456,155553,0.49793960900786227,29370,56833,0.5167772244998504,77696,155988,0.4980895966356386
CD-21,2,21,25,2024-11-29 18:55:00,64986,128496,0.5057433694434068,0.0,0.0,,101409,193177,0.5249537988476889,36423,64681,0.5631174533479693,102798,195531,0.5257376068244933
CD-13,1,21,25,2024-11-29 18:55:00,55625,114417,0.4861602733859479,92.0,147.0,0.6258503401360545,105083,209939,0.5005406332315577,49458,95522,0.51776554092251,105554,210921,0.5004432939346959
CD-9,9,21,25,2024-11-29 18:55:00,74163,146313,0.5068790879826126,815.0,1471.0,0.5540448674371176,128493,248275,0.5175430470244688,54330,101962,0.5328455699182049,130183,251357,0.5179207262976563
SD-5,12,21,25,2024-11-29 18:55:00,91382,182173,0.5016220845020941,831.0,1598.0,0.5200250312891114,188044,355534,0.5289058149150292,96662,173361,0.5575763868459458,189668,358804,0.5286117211625289
SD-19,10,21,25,2024-11-29 18:55:00,123971,265553,0.4668408942847567,0.0,0.0,,173125,382640,0.45244877691825214,49154,117087,0.419807493573155,173291,383030,0.45242148134610866
CD-40,4,21,25,2024-11-29 18:55:00,130259,298774,0.43597836491796477,0.0,0.0,,171573,383486,0.4474035558012548,41314,84712,0.48769949948059305,171637,383635,0.447396613969007
CD-47,7,21,25,2024-11-29 18:55:00,137577,275770,0.4988831272437176,0.0,0.0,,181655,353156,0.5143760830907588,44078,77386,0.569586230067454,181721,353275,0.5143896397990234
CD-22,3,22,26,2024-12-02 18:09:00,45679,101615,0.44953008906165426,6.0,9.0,0.6666666666666666,77981,167418,0.4657862356496912,32302,65803,0.4908894731243256,78023,167507,0.46578948939447307
CD-9,9,22,26,2024-12-02 18:08:00,74163,146313,0.5068790879826126,1689.0,3078.0,0.5487329434697856,130182,251353,0.517924989954367,56019,105040,0.5333111195734959,130183,251357,0.5179207262976563
AD-58,0,22,26,2024-12-02 18:09:00,48086,98720,0.48709481361426255,215.0,377.0,0.5702917771883289,77671,155930,0.4981145385750016,29585,57210,0.5171298723999301,77696,155988,0.4980895966356386
CD-49,8,22,26,2024-12-02 18:09:00,145722,285076,0.5111689514375114,7.0,18.0,0.3888888888888889,197316,378173,0.5217612045280864,51594,93097,0.5541961609933725,197397,378347,0.5217353381948318
CD-40,4,22,26,2024-12-02 18:09:00,130259,298774,0.43597836491796477,32.0,75.0,0.4266666666666667,171605,383561,0.4473995009920195,41346,84787,0.4876455116940097,171637,383635,0.447396613969007
CD-47,7,22,26,2024-12-02 18:09:00,137577,275770,0.4988831272437176,39.0,62.0,0.6290322580645161,181694,353218,0.514396208573742,44117,77448,0.5696338188203698,181721,353275,0.5143896397990234
CD-45,6,22,26,2024-12-02 18:09:00,117564,244488,0.48085795621871014,75.0,131.0,0.5725190839694656,158179,315743,0.5009738933246343,40615,71255,0.5699950880639955,158264,315875,0.5010336367233874
SD-37,11,22,26,2024-12-02 18:09:00,171458,355138,0.482792604564986,47.0,95.0,0.49473684210526314,226225,458534,0.49336581365831106,54767,103396,0.5296819993036481,226270,458615,0.4933767975316987
SD-5,12,22,26,2024-12-02 18:09:00,91382,182173,0.5016220845020941,1574.0,3173.0,0.4960605105578317,189618,358707,0.5286152765348878,98236,176534,0.5564707081921896,189668,358804,0.5286117211625289
SD-19,10,22,26,2024-12-02 18:09:00,123971,265553,0.4668408942847567,70.0,143.0,0.48951048951048953,173195,382783,0.4524626224257608,49224,117230,0.41989251897978336,173291,383030,0.45242148134610866
CD-13,1,22,26,2024-12-02 18:09:00,55625,114417,0.4861602733859479,248.0,580.0,0.42758620689655175,105331,210519,0.5003396368023789,49706,96102,0.5172212857172588,105554,210921,0.5004432939346959
CD-21,2,22,26,2024-12-02 18:09:00,64986,128496,0.5057433694434068,0.0,0.0,,101409,193177,0.5249537988476889,36423,64681,0.5631174533479693,102798,195531,0.5257376068244933
CD-41,5,22,26,2024-12-02 18:09:00,119833,247121,0.4849162960654902,304.0,659.0,0.4613050075872534,171202,354379,0.4831042471478276,51369,107258,0.4789293106341718,171229,354445,0.48309046537544614
SD-37,11,23,27,2024-12-03 23:53:00,171458,355138,0.482792604564986,45.0,81.0,0.5555555555555556,226270,458615,0.4933767975316987,54812,103477,0.5297022526745073,226270,458615,0.4933767975316987
CD-47,7,23,27,2024-12-03 23:53:00,137577,275770,0.4988831272437176,27.0,57.0,0.47368421052631576,181721,353275,0.5143896397990234,44144,77505,0.569563253983614,181721,353275,0.5143896397990234
CD-9,9,23,27,2024-12-03 23:53:00,74163,146313,0.5068790879826126,1.0,4.0,0.25,130183,251357,0.5179207262976563,56020,105044,0.5333003312897453,130183,251357,0.5179207262976563
CD-49,8,23,27,2024-12-03 23:53:00,145722,285076,0.5111689514375114,81.0,174.0,0.46551724137931033,197397,378347,0.5217353381948318,51675,93271,0.5540307276645474,197397,378347,0.5217353381948318
SD-5,12,23,27,2024-12-03 23:53:00,91382,182173,0.5016220845020941,50.0,97.0,0.5154639175257731,189668,358804,0.5286117211625289,98286,176631,0.5564481885965658,189668,358804,0.5286117211625289
CD-40,4,23,27,2024-12-03 23:53:00,130259,298774,0.43597836491796477,32.0,74.0,0.43243243243243246,171637,383635,0.447396613969007,41378,84861,0.48759736510293306,171637,383635,0.447396613969007
CD-22,3,23,27,2024-12-03 23:53:00,45679,101615,0.44953008906165426,42.0,89.0,0.47191011235955055,78023,167507,0.46578948939447307,32344,65892,0.49086383779518,78023,167507,0.46578948939447307
CD-45,6,23,27,2024-12-03 23:53:00,117564,244488,0.48085795621871014,85.0,132.0,0.6439393939393939,158264,315875,0.5010336367233874,40700,71387,0.5701318167173295,158264,315875,0.5010336367233874
CD-21,2,23,27,2024-12-03 23:53:00,64986,128496,0.5057433694434068,1389.0,2354.0,0.5900594732370433,102798,195531,0.5257376068244933,37812,67035,0.5640635488923696,102798,195531,0.5257376068244933
SD-19,10,23,27,2024-12-03 23:53:00,123971,265553,0.4668408942847567,96.0,247.0,0.38866396761133604,173291,383030,0.45242148134610866,49320,117477,0.4198268597257335,173291,383030,0.45242148134610866
CD-13,1,23,27,2024-12-03 23:53:00,55625,114417,0.4861602733859479,223.0,402.0,0.554726368159204,105554,210921,0.5004432939346959,49929,96504,0.5173775180303407,105554,210921,0.5004432939346959
CD-41,5,23,27,2024-12-03 23:53:00,119833,247121,0.4849162960654902,27.0,66.0,0.4090909090909091,171229,354445,0.48309046537544614,51396,107324,0.47888636278931085,171229,354445,0.48309046537544614
AD-58,0,23,27,2024-12-03 23:53:00,48086,98720,0.48709481361426255,25.0,58.0,0.43103448275862066,77696,155988,0.4980895966356386,29610,57268,0.517042676538381,77696,155988,0.4980895966356386
CD-41,5,24,28,2024-12-04 20:15:00,119833,247121,0.4849162960654902,0.0,0.0,,171229,354445,0.48309046537544614,51396,107324,0.47888636278931085,171229,354445,0.48309046537544614
SD-37,11,24,28,2024-12-04 20:15:00,171458,355138,0.482792604564986,0.0,0.0,,226270,458615,0.4933767975316987,54812,103477,0.5297022526745073,226270,458615,0.4933767975316987
SD-5,12,24,28,2024-12-04 20:15:00,91382,182173,0.5016220845020941,0.0,0.0,,189668,358804,0.5286117211625289,98286,176631,0.5564481885965658,189668,358804,0.5286117211625289
CD-45,6,24,28,2024-12-04 20:15:00,117564,244488,0.48085795621871014,0.0,0.0,,158264,315875,0.5010336367233874,40700,71387,0.5701318167173295,158264,315875,0.5010336367233874
SD-19,10,24,28,2024-12-04 20:15:00,123971,265553,0.4668408942847567,0.0,0.0,,173291,383030,0.45242148134610866,49320,117477,0.4198268597257335,173291,383030,0.45242148134610866
CD-13,1,24,28,2024-12-04 20:15:00,55625,114417,0.4861602733859479,0.0,0.0,,105554,210921,0.5004432939346959,49929,96504,0.5173775180303407,105554,210921,0.5004432939346959
CD-9,9,24,28,2024-12-04 20:15:00,74163,146313,0.5068790879826126,0.0,0.0,,130183,251357,0.5179207262976563,56020,105044,0.5333003312897453,130183,251357,0.5179207262976563
CD-40,4,24,28,2024-12-04 20:15:00,130259,298774,0.43597836491796477,0.0,0.0,,171637,383635,0.447396613969007,41378,84861,0.48759736510293306,171637,383635,0.447396613969007
CD-21,2,24,28,2024-12-04 20:15:00,64986,128496,0.5057433694434068,0.0,0.0,,102798,195531,0.5257376068244933,37812,67035,0.5640635488923696,102798,195531,0.5257376068244933
CD-47,7,24,28,2024-12-04 20:15:00,137577,275770,0.4988831272437176,0.0,0.0,,181721,353275,0.5143896397990234,44144,77505,0.569563253983614,181721,353275,0.5143896397990234
AD-58,0,24,28,2024-12-04 20:15:00,48086,98720,0.48709481361426255,0.0,0.0,,77696,155988,0.4980895966356386,29610,57268,0.517042676538381,77696,155988,0.4980895966356386
CD-49,8,24,28,2024-12-04 20:15:00,145722,285076,0.5111689514375114,0.0,0.0,,197397,378347,0.5217353381948318,51675,93271,0.5540307276645474,197397,378347,0.5217353381948318
CD-22,3,24,28,2024-12-04 20:15:00,45679,101615,0.44953008906165426,0.0,0.0,,78023,167507,0.46578948939447307,32344,65892,0.49086383779518,78023,167507,0.46578948939447307
SD-37,11,25,29,2024-12-05 10:16:00,171458,355138,0.482792604564986,0.0,0.0,,226270,458615,0.4933767975316987,54812,103477,0.5297022526745073,226270,458615,0.4933767975316987
CD-45,6,25,29,2024-12-05 10:16:00,117564,244488,0.48085795621871014,0.0,0.0,,158264,315875,0.5010336367233874,40700,71387,0.5701318167173295,158264,315875,0.5010336367233874
CD-40,4,25,29,2024-12-05 10:16:00,130259,298774,0.43597836491796477,0.0,0.0,,171637,383635,0.447396613969007,41378,84861,0.48759736510293306,171637,383635,0.447396613969007
CD-47,7,25,29,2024-12-05 10:16:00,137577,275770,0.4988831272437176,0.0,0.0,,181721,353275,0.5143896397990234,44144,77505,0.569563253983614,181721,353275,0.5143896397990234
CD-49,8,25,29,2024-12-05 10:16:00,145722,285076,0.5111689514375114,0.0,0.0,,197397,378347,0.5217353381948318,51675,93271,0.5540307276645474,197397,378347,0.5217353381948318
CD-21,2,25,29,2024-12-05 10:16:00,64986,128496,0.5057433694434068,0.0,0.0,,102798,195531,0.5257376068244933,37812,67035,0.5640635488923696,102798,195531,0.5257376068244933
CD-41,5,25,29,2024-12-05 10:16:00,119833,247121,0.4849162960654902,0.0,0.0,,171229,354445,0.48309046537544614,51396,107324,0.47888636278931085,171229,354445,0.48309046537544614
CD-9,9,25,29,2024-12-05 10:16:00,74163,146313,0.5068790879826126,0.0,0.0,,130183,251357,0.5179207262976563,56020,105044,0.5333003312897453,130183,251357,0.5179207262976563
CD-13,1,25,29,2024-12-05 10:16:00,55625,114417,0.4861602733859479,0.0,0.0,,105554,210921,0.5004432939346959,49929,96504,0.5173775180303407,105554,210921,0.5004432939346959
SD-19,10,25,29,2024-12-05 10:16:00,123971,265553,0.4668408942847567,0.0,0.0,,173291,383030,0.45242148134610866,49320,117477,0.4198268597257335,173291,383030,0.45242148134610866
AD-58,0,25,29,2024-12-05 10:16:00,48086,98720,0.48709481361426255,0.0,0.0,,77696,155988,0.4980895966356386,29610,57268,0.517042676538381,77696,155988,0.4980895966356386
CD-22,3,25,29,2024-12-05 10:16:00,45679,101615,0.44953008906165426,0.0,0.0,,78023,167507,0.46578948939447307,32344,65892,0.49086383779518,78023,167507,0.46578948939447307
SD-5,12,25,29,2024-12-05 10:16:00,91382,182173,0.5016220845020941,0.0,0.0,,189668,358804,0.5286117211625289,98286,176631,0.5564481885965658,189668,358804,0.5286117211625289
